qd_power,qdm1_power,Y_power,coefficient,sign,monomial
7,2,14,-1291459069271584102841/33435376680960,-,Y^14*q_d^7*q_{d-1}^2
7,2,15,38363917310125181030179/200612260085760,+,Y^15*q_d^7*q_{d-1}^2
7,2,16,-10343622794228809924111/133741506723840,-,Y^16*q_d^7*q_{d-1}^2
7,2,17,-5315577268468426401421/4012245201715200,-,Y^17*q_d^7*q_{d-1}^2
7,2,18,1851635850287258550109/401224520171520,+,Y^18*q_d^7*q_{d-1}^2
7,2,19,864252373345459609/11145125560320,+,Y^19*q_d^7*q_{d-1}^2
8,2,0,-18944/45,-,q_d^8*q_{d-1}^2
8,2,1,576128/135,+,Y*q_d^8*q_{d-1}^2
8,2,2,-927074/135,-,Y^2*q_d^8*q_{d-1}^2
8,2,3,-657358214/3645,-,Y^3*q_d^8*q_{d-1}^2
8,2,4,68627523797/87480,+,Y^4*q_d^8*q_{d-1}^2
8,2,5,70745551247/72900,+,Y^5*q_d^8*q_{d-1}^2
8,2,6,-878035205567863/83980800,-,Y^6*q_d^8*q_{d-1}^2
8,2,7,6606536288535571/503884800,+,Y^7*q_d^8*q_{d-1}^2
8,2,8,4156262498569433/134369280,+,Y^8*q_d^8*q_{d-1}^2
8,2,9,-424794882954157687/4353564672,-,Y^9*q_d^8*q_{d-1}^2
8,2,10,294102364096693037423/5224277606400,+,Y^10*q_d^8*q_{d-1}^2
8,2,11,136491854086466261507/1160950579200,+,Y^11*q_d^8*q_{d-1}^2
8,2,12,-68104860653082355943/326517350400,-,Y^12*q_d^8*q_{d-1}^2
8,2,13,232327856534853764377/2786281390080,+,Y^13*q_d^8*q_{d-1}^2
8,2,14,12339403326307913252369/167176883404800,+,Y^14*q_d^8*q_{d-1}^2
8,2,15,-27940060165291721036149/334353766809600,-,Y^15*q_d^8*q_{d-1}^2
8,2,16,39009776804564030068261/2006122600857600,+,Y^16*q_d^8*q_{d-1}^2
8,2,17,367780551288959664835/53496602689536,+,Y^17*q_d^8*q_{d-1}^2
8,2,18,-39752472900965257279/14860167413760,-,Y^18*q_d^8*q_{d-1}^2
8,2,19,-3204125475926396959/22290251120640,-,Y^19*q_d^8*q_{d-1}^2
8,2,20,-1922351127564371/11145125560320,-,Y^20*q_d^8*q_{d-1}^2
9,2,2,-1408/3,-,Y^2*q_d^9*q_{d-1}^2
9,2,3,2140504/135,+,Y^3*q_d^9*q_{d-1}^2
9,2,4,-13956764/243,-,Y^4*q_d^9*q_{d-1}^2
9,2,5,-10870948451/43740,-,Y^5*q_d^9*q_{d-1}^2
9,2,6,297632870189/194400,+,Y^6*q_d^9*q_{d-1}^2
9,2,7,-688329804577/777600,-,Y^7*q_d^9*q_{d-1}^2
9,2,8,-66416970654953/7873200,-,Y^8*q_d^9*q_{d-1}^2
9,2,9,17168970471331/933120,+,Y^9*q_d^9*q_{d-1}^2
9,2,10,-4081556282635159/14511882240,-,Y^10*q_d^9*q_{d-1}^2
9,2,11,-55334706099364531141/1306069401600,-,Y^11*q_d^9*q_{d-1}^2
9,2,12,173272407438480837797/3482851737600,+,Y^12*q_d^9*q_{d-1}^2
9,2,13,-12326066128146020621/20897110425600,-,Y^13*q_d^9*q_{d-1}^2
9,2,14,-650196684005183419027/16717688340480,-,Y^14*q_d^9*q_{d-1}^2
9,2,15,4381877622033791406373/167176883404800,+,Y^15*q_d^9*q_{d-1}^2
9,2,16,-27847822026004152683/83588441702400,-,Y^16*q_d^9*q_{d-1}^2
9,2,17,-2018252468336676647257/401224520171520,-,Y^17*q_d^9*q_{d-1}^2
9,2,18,1406384053921557493979/1337415067238400,+,Y^18*q_d^9*q_{d-1}^2
9,2,19,3608790508262909333/22290251120640,+,Y^19*q_d^9*q_{d-1}^2
9,2,20,3643247404472669/3715041853440,+,Y^20*q_d^9*q_{d-1}^2
10,2,3,-4480/9,-,Y^3*q_d^10*q_{d-1}^2
10,2,4,4886/3,+,Y^4*q_d^10*q_{d-1}^2
10,2,5,2286784/81,+,Y^5*q_d^10*q_{d-1}^2
10,2,6,-12246836653/87480,-,Y^6*q_d^10*q_{d-1}^2
10,2,7,-20460472819/291600,-,Y^7*q_d^10*q_{d-1}^2
10,2,8,82548605880551/55987200,+,Y^8*q_d^10*q_{d-1}^2
10,2,9,-234364290975379/100776960,-,Y^9*q_d^10*q_{d-1}^2
10,2,10,-2626955248233311/1074954240,-,Y^10*q_d^10*q_{d-1}^2
10,2,11,1199208058739974747/116095057920,+,Y^11*q_d^10*q_{d-1}^2
10,2,12,-40690778061158805979/5224277606400,-,Y^12*q_d^10*q_{d-1}^2
10,2,13,-178580019109342005379/27862813900800,-,Y^13*q_d^10*q_{d-1}^2
10,2,14,440136308808857034997/33435376680960,+,Y^14*q_d^10*q_{d-1}^2
10,2,15,-350128168645862626901/66870753361920,-,Y^15*q_d^10*q_{d-1}^2
10,2,16,-1699409786096970397373/668707533619200,-,Y^16*q_d^10*q_{d-1}^2
10,2,17,763386456453446091119/334353766809600,+,Y^17*q_d^10*q_{d-1}^2
10,2,18,-794234031509867030173/4012245201715200,-,Y^18*q_d^10*q_{d-1}^2
10,2,19,-139409795419788383/1114512556032,-,Y^19*q_d^10*q_{d-1}^2
10,2,20,-1819027457810773/743008370688,-,Y^20*q_d^10*q_{d-1}^2
10,2,21,-935840499937/743008370688,-,Y^21*q_d^10*q_{d-1}^2
11,2,5,-3836/3,-,Y^5*q_d^11*q_{d-1}^2
11,2,6,536410/81,+,Y^6*q_d^11*q_{d-1}^2
11,2,7,9479855/486,+,Y^7*q_d^11*q_{d-1}^2
11,2,8,-1157875999/7200,-,Y^8*q_d^11*q_{d-1}^2
11,2,9,1613682604247/10077696,+,Y^9*q_d^11*q_{d-1}^2
11,2,10,413637867889141/604661760,+,Y^10*q_d^11*q_{d-1}^2
11,2,11,-2757106148399953/1612431360,-,Y^11*q_d^11*q_{d-1}^2
11,2,12,463359100676814629/1044855521280,+,Y^12*q_d^11*q_{d-1}^2
11,2,13,328285047669890424827/125382662553600,+,Y^13*q_d^11*q_{d-1}^2
11,2,14,-33718851860447346509/11145125560320,-,Y^14*q_d^11*q_{d-1}^2
11,2,15,40727017026946419953/200612260085760,+,Y^15*q_d^11*q_{d-1}^2
11,2,16,64463149725088327283/44580502241280,+,Y^16*q_d^11*q_{d-1}^2
11,2,17,-2765423380377001404949/4012245201715200,-,Y^17*q_d^11*q_{d-1}^2
11,2,18,-1857965907436473359/27862813900800,-,Y^18*q_d^11*q_{d-1}^2
11,2,19,1531751639246564477/22290251120640,+,Y^19*q_d^11*q_{d-1}^2
11,2,20,992874518276893/278628139008,+,Y^20*q_d^11*q_{d-1}^2
11,2,21,26835148655/3057647616,+,Y^21*q_d^11*q_{d-1}^2
12,2,6,-98,-,Y^6*q_d^12*q_{d-1}^2
12,2,7,-10976/9,-,Y^7*q_d^12*q_{d-1}^2
12,2,8,6262837/648,+,Y^8*q_d^12*q_{d-1}^2
12,2,9,-40407997/29160,-,Y^9*q_d^12*q_{d-1}^2
12,2,10,-1092145951267/11197440,-,Y^10*q_d^12*q_{d-1}^2
12,2,11,54157416789287/302330880,+,Y^11*q_d^12*q_{d-1}^2
12,2,12,36923124667471/322486272,+,Y^12*q_d^12*q_{d-1}^2
12,2,13,-206455601679024313/348285173760,-,Y^13*q_d^12*q_{d-1}^2
12,2,14,212971671463084900667/501530650214400,+,Y^14*q_d^12*q_{d-1}^2
12,2,15,18366483715234430923/66870753361920,+,Y^15*q_d^12*q_{d-1}^2
12,2,16,-187588586373253721789/401224520171520,-,Y^16*q_d^12*q_{d-1}^2
12,2,17,90920799262832082761/802449040343040,+,Y^17*q_d^12*q_{d-1}^2
12,2,18,137759472837444479/1857520926720,+,Y^18*q_d^12*q_{d-1}^2
12,2,19,-48462119916137963/1857520926720,-,Y^19*q_d^12*q_{d-1}^2
12,2,20,-838732409797597/247669456896,-,Y^20*q_d^12*q_{d-1}^2
12,2,21,-46043465587/1719926784,-,Y^21*q_d^12*q_{d-1}^2
12,2,22,-282475249/55037657088,-,Y^22*q_d^12*q_{d-1}^2
13,2,8,-686/3,-,Y^8*q_d^13*q_{d-1}^2
13,2,9,-127253/324,-,Y^9*q_d^13*q_{d-1}^2
13,2,10,95975173/12960,+,Y^10*q_d^13*q_{d-1}^2
13,2,11,-9292730587/933120,-,Y^11*q_d^13*q_{d-1}^2
13,2,12,-19129724816867/604661760,-,Y^12*q_d^13*q_{d-1}^2
13,2,13,131978704950379/1612431360,+,Y^13*q_d^13*q_{d-1}^2
13,2,14,-398947576640963/21767823360,-,Y^14*q_d^13*q_{d-1}^2
13,2,15,-821059182853282723/7836416409600,-,Y^15*q_d^13*q_{d-1}^2
13,2,16,31408690979417418611/334353766809600,+,Y^16*q_d^13*q_{d-1}^2
13,2,17,6997704112248842629/1003061300428800,+,Y^17*q_d^13*q_{d-1}^2
13,2,18,-26407135532734007261/802449040343040,-,Y^18*q_d^13*q_{d-1}^2
13,2,19,4783699704213367/825564856320,+,Y^19*q_d^13*q_{d-1}^2
13,2,20,1829306928125117/825564856320,+,Y^20*q_d^13*q_{d-1}^2
13,2,21,484445052035/10319560704,+,Y^21*q_d^13*q_{d-1}^2
13,2,22,282475249/6879707136,+,Y^22*q_d^13*q_{d-1}^2
14,2,10,-16807/72,-,Y^10*q_d^14*q_{d-1}^2
14,2,11,218491/1296,+,Y^11*q_d^14*q_{d-1}^2
14,2,12,7429618385/2239488,+,Y^12*q_d^14*q_{d-1}^2
14,2,13,-70954464847/11197440,-,Y^13*q_d^14*q_{d-1}^2
14,2,14,-393960332171/80621568,-,Y^14*q_d^14*q_{d-1}^2
14,2,15,20503060219231079/1044855521280,+,Y^15*q_d^14*q_{d-1}^2
14,2,16,-9752230840689315713/1003061300428800,-,Y^16*q_d^14*q_{d-1}^2
14,2,17,-178041664383579521/18575209267200,-,Y^17*q_d^14*q_{d-1}^2
14,2,18,3883261725887511877/445805022412800,+,Y^18*q_d^14*q_{d-1}^2
14,2,19,6683070386489/1238347284480,+,Y^19*q_d^14*q_{d-1}^2
14,2,20,-22492897442095969/22290251120640,-,Y^20*q_d^14*q_{d-1}^2
14,2,21,-2157263476613/41278242816,-,Y^21*q_d^14*q_{d-1}^2
14,2,22,-1977326743/13759414272,-,Y^22*q_d^14*q_{d-1}^2
15,2,12,-117649/864,-,Y^12*q_d^15*q_{d-1}^2
15,2,13,25294535/124416,+,Y^13*q_d^15*q_{d-1}^2
15,2,14,4043478481/4478976,+,Y^14*q_d^15*q_{d-1}^2
15,2,15,-632887030699/322486272,-,Y^15*q_d^15*q_{d-1}^2
15,2,16,-11935461990697/87071293440,-,Y^16*q_d^15*q_{d-1}^2
15,2,17,1289780520968517851/501530650214400,+,Y^17*q_d^15*q_{d-1}^2
15,2,18,-26761707438181093/20897110425600,-,Y^18*q_d^15*q_{d-1}^2
15,2,19,-2265106214224105/4458050224128,-,Y^19*q_d^15*q_{d-1}^2
15,2,20,228632520727289/743008370688,+,Y^20*q_d^15*q_{d-1}^2
15,2,21,1587793374629/41278242816,+,Y^21*q_d^15*q_{d-1}^2
15,2,22,1977326743/6879707136,+,Y^22*q_d^15*q_{d-1}^2
16,2,14,-4117715/82944,-,Y^14*q_d^16*q_{d-1}^2
16,2,15,5764801/69984,+,Y^15*q_d^16*q_{d-1}^2
16,2,16,597068675/3981312,+,Y^16*q_d^16*q_{d-1}^2
16,2,17,-7723649908709/23219011584,-,Y^17*q_d^16*q_{d-1}^2
16,2,18,43197873742450441/1003061300428800,+,Y^18*q_d^16*q_{d-1}^2
16,2,19,4027098892741253/22290251120640,+,Y^19*q_d^16*q_{d-1}^2
16,2,20,-40549523761985/743008370688,-,Y^20*q_d^16*q_{d-1}^2
16,2,21,-583311389185/30958682112,-,Y^21*q_d^16*q_{d-1}^2
16,2,22,-9886633715/27518828544,-,Y^22*q_d^16*q_{d-1}^2
17,2,16,-5764801/497664,-,Y^16*q_d^17*q_{d-1}^2
17,2,17,628363309/35831808,+,Y^17*q_d^17*q_{d-1}^2
17,2,18,22096482233/1451188224,+,Y^18*q_d^17*q_{d-1}^2
17,2,19,-165350849067523/5572562780160,-,Y^19*q_d^17*q_{d-1}^2
17,2,20,1157439450377/495338913792,+,Y^20*q_d^17*q_{d-1}^2
17,2,21,30789802141/5159780352,+,Y^21*q_d^17*q_{d-1}^2
17,2,22,1977326743/6879707136,+,Y^22*q_d^17*q_{d-1}^2
18,2,18,-40353607/23887872,-,Y^18*q_d^18*q_{d-1}^2
18,2,19,1689086693/859963392,+,Y^19*q_d^18*q_{d-1}^2
18,2,20,821132489639/825564856320,+,Y^20*q_d^18*q_{d-1}^2
18,2,21,-91804455925/82556485632,-,Y^21*q_d^18*q_{d-1}^2
18,2,22,-1977326743/13759414272,-,Y^22*q_d^18*q_{d-1}^2
19,2,20,-40353607/286654464,-,Y^20*q_d^19*q_{d-1}^2
19,2,21,68076535009/743008370688,+,Y^21*q_d^19*q_{d-1}^2
19,2,22,282475249/6879707136,+,Y^22*q_d^19*q_{d-1}^2
20,2,22,-282475249/55037657088,-,Y^22*q_d^20*q_{d-1}^2
3,3,-4,247808/4725,+,Y^-4*q_d^3*q_{d-1}^3
3,3,-3,1607104/1215,+,Y^-3*q_d^3*q_{d-1}^3
3,3,-2,25411924/2835,+,Y^-2*q_d^3*q_{d-1}^3
3,3,-1,-20118254/1701,-,Y^-1*q_d^3*q_{d-1}^3
3,3,0,-3214399976/15309,-,q_d^3*q_{d-1}^3
3,3,1,4899315203/9450,+,Y*q_d^3*q_{d-1}^3
3,3,2,321474688691/90720,+,Y^2*q_d^3*q_{d-1}^3
3,3,3,-227421544981541/18895680,-,Y^3*q_d^3*q_{d-1}^3
3,3,4,-193911470142607/8398080,-,Y^4*q_d^3*q_{d-1}^3
3,3,5,1890597692628295831/13604889600,+,Y^5*q_d^3*q_{d-1}^3
3,3,6,-109494053110569534833/1959104102400,-,Y^6*q_d^3*q_{d-1}^3
3,3,7,-33248731860145576657/52242776064,-,Y^7*q_d^3*q_{d-1}^3
3,3,8,1765982901930805964993/1567283281920,+,Y^8*q_d^3*q_{d-1}^3
3,3,9,139029018794357262947/348285173760,+,Y^9*q_d^3*q_{d-1}^3
3,3,10,-15578702180516164027409/5224277606400,-,Y^10*q_d^3*q_{d-1}^3
3,3,11,201738788824122726791/77396705280,+,Y^11*q_d^3*q_{d-1}^3
3,3,12,4046570254466402908663/4179422085120,+,Y^12*q_d^3*q_{d-1}^3
3,3,13,-8118964099750499942041/2786281390080,-,Y^13*q_d^3*q_{d-1}^3
3,3,14,81395724135993559974983/55725627801600,+,Y^14*q_d^3*q_{d-1}^3
3,3,15,1678700933177634390619/7430083706880,+,Y^15*q_d^3*q_{d-1}^3
3,3,16,-3470581785292417729759/8916100448256,-,Y^16*q_d^3*q_{d-1}^3
3,3,17,148219121775026827259/1981355655168,+,Y^17*q_d^3*q_{d-1}^3
3,3,18,26000857966724893/3401222400,+,Y^18*q_d^3*q_{d-1}^3
4,3,-3,-991232/4725,-,Y^-3*q_d^4*q_{d-1}^3
4,3,-2,-17528192/4725,-,Y^-2*q_d^4*q_{d-1}^3
4,3,-1,-67339736/8505,-,Y^-1*q_d^4*q_{d-1}^3
4,3,0,133053874/1215,+,q_d^4*q_{d-1}^3
4,3,1,75450707/2835,+,Y*q_d^4*q_{d-1}^3
4,3,2,-1017852117886/382725,-,Y^2*q_d^4*q_{d-1}^3
4,3,3,1755741885871/437400,+,Y^3*q_d^4*q_{d-1}^3
4,3,4,702074984747/25920,+,Y^4*q_d^4*q_{d-1}^3
4,3,5,-724153550737771/8398080,-,Y^5*q_d^4*q_{d-1}^3
4,3,6,-292963026266452487/6802444800,-,Y^6*q_d^4*q_{d-1}^3
4,3,7,12022287074463248867/21767823360,+,Y^7*q_d^4*q_{d-1}^3
4,3,8,-2852443707016981358413/3918208204800,-,Y^8*q_d^4*q_{d-1}^3
4,3,9,-508187928642665638843/783641640960,-,Y^9*q_d^4*q_{d-1}^3
4,3,10,28689765130997263201/10883911680,+,Y^10*q_d^4*q_{d-1}^3
4,3,11,-937659256144372067107/435356467200,-,Y^11*q_d^4*q_{d-1}^3
4,3,12,-2454158768814551260849/2612138803200,-,Y^12*q_d^4*q_{d-1}^3
4,3,13,1063994465143016691401/386983526400,+,Y^13*q_d^4*q_{d-1}^3
4,3,14,-19944237500752292454097/12538266255360,-,Y^14*q_d^4*q_{d-1}^3
4,3,15,-6262278825061391741119/250765325107200,-,Y^15*q_d^4*q_{d-1}^3
4,3,16,117425323711273407464299/334353766809600,+,Y^16*q_d^4*q_{d-1}^3
4,3,17,-11869082227657718267687/111451255603200,-,Y^17*q_d^4*q_{d-1}^3
4,3,18,62226644861790942071/16717688340480,+,Y^18*q_d^4*q_{d-1}^3
5,3,-2,266240/567,+,Y^-2*q_d^5*q_{d-1}^3
5,3,-1,167992768/42525,+,Y^-1*q_d^5*q_{d-1}^3
5,3,0,-53892532/2835,-,q_d^5*q_{d-1}^3
5,3,1,-273828758/3645,-,Y*q_d^5*q_{d-1}^3
5,3,2,262812478127/306180,+,Y^2*q_d^5*q_{d-1}^3
5,3,3,-47432618537/204120,-,Y^3*q_d^5*q_{d-1}^3
5,3,4,-133249894688539/10497600,-,Y^4*q_d^5*q_{d-1}^3
5,3,5,354956548693159/12597120,+,Y^5*q_d^5*q_{d-1}^3
5,3,6,2805449975836249/60466176,+,Y^6*q_d^5*q_{d-1}^3
5,3,7,-841196024784699991/3265173504,-,Y^7*q_d^5*q_{d-1}^3
5,3,8,247132464085434231607/979552051200,+,Y^8*q_d^5*q_{d-1}^3
5,3,9,59662529538228207779/130606940160,+,Y^9*q_d^5*q_{d-1}^3
5,3,10,-698027549731796907773/522427760640,-,Y^10*q_d^5*q_{d-1}^3
5,3,11,2036688063239508494149/2089711042560,+,Y^11*q_d^5*q_{d-1}^3
5,3,12,28832063145064307503/46438023168,+,Y^12*q_d^5*q_{d-1}^3
5,3,13,-10890232636711823306917/6965703475200,-,Y^13*q_d^5*q_{d-1}^3
5,3,14,242651722521414747582839/250765325107200,+,Y^14*q_d^5*q_{d-1}^3
5,3,15,-151274490276994163177/3715041853440,-,Y^15*q_d^5*q_{d-1}^3
5,3,16,-21856873706338962262657/100306130042880,-,Y^16*q_d^5*q_{d-1}^3
5,3,17,91168203164344079427437/1003061300428800,+,Y^17*q_d^5*q_{d-1}^3
5,3,18,-37179822813040186827653/4012245201715200,-,Y^18*q_d^5*q_{d-1}^3
5,3,19,-84790508843410551713/167176883404800,-,Y^19*q_d^5*q_{d-1}^3
6,3,-1,-7364608/14175,-,Y^-1*q_d^6*q_{d-1}^3
6,3,0,1692416/8505,+,q_d^6*q_{d-1}^3
6,3,1,186804704/8505,+,Y*q_d^6*q_{d-1}^3
6,3,2,-3922639388/25515,-,Y^2*q_d^6*q_{d-1}^3
6,3,3,-76181166547/306180,-,Y^3*q_d^6*q_{d-1}^3
6,3,4,3311558432581/874800,+,Y^4*q_d^6*q_{d-1}^3
6,3,5,-5807633946157/1049760,-,Y^5*q_d^6*q_{d-1}^3
6,3,6,-597346571852203/25194240,-,Y^6*q_d^6*q_{d-1}^3
6,3,7,8782144979863691/100776960,+,Y^7*q_d^6*q_{d-1}^3
6,3,8,-7642759001461099709/163258675200,-,Y^8*q_d^6*q_{d-1}^3
6,3,9,-30055272170291074381/122444006400,-,Y^9*q_d^6*q_{d-1}^3
6,3,10,820861857579658668193/1567283281920,+,Y^10*q_d^6*q_{d-1}^3
6,3,11,-16645523348616172633/65303470080,-,Y^11*q_d^6*q_{d-1}^3
6,3,12,-307624130144177707457/696570347520,-,Y^12*q_d^6*q_{d-1}^3
6,3,13,2602958163909857808877/3482851737600,+,Y^13*q_d^6*q_{d-1}^3
6,3,14,-394357326084224560183/1031956070400,-,Y^14*q_d^6*q_{d-1}^3
6,3,15,-572955906004361287429/10030613004288,-,Y^15*q_d^6*q_{d-1}^3
6,3,16,14596590046553635835351/100306130042880,+,Y^16*q_d^6*q_{d-1}^3
6,3,17,-54947276600770169008603/1003061300428800,-,Y^17*q_d^6*q_{d-1}^3
6,3,18,5044246570846580439853/1337415067238400,+,Y^18*q_d^6*q_{d-1}^3
6,3,19,141849822737531662817/125382662553600,+,Y^19*q_d^6*q_{d-1}^3
7,3,0,217088/945,+,q_d^7*q_{d-1}^3
7,3,1,-3708224/1701,-,Y*q_d^7*q_{d-1}^3
7,3,2,35934356/2835,+,Y^2*q_d^7*q_{d-1}^3
7,3,3,252938911/2835,+,Y^3*q_d^7*q_{d-1}^3
7,3,4,-15536752211/21870,-,Y^4*q_d^7*q_{d-1}^3
7,3,5,4097140429/10935,+,Y^5*q_d^7*q_{d-1}^3
7,3,6,43029093224399/5598720,+,Y^6*q_d^7*q_{d-1}^3
7,3,7,-418852232794733/20155392,-,Y^7*q_d^7*q_{d-1}^3
7,3,8,-1349866000579441/403107840,-,Y^8*q_d^7*q_{d-1}^3
7,3,9,2116361749030859573/21767823360,+,Y^9*q_d^7*q_{d-1}^3
7,3,10,-95908688341667098235/626913312768,-,Y^10*q_d^7*q_{d-1}^3
7,3,11,4282896773651619989/696570347520,+,Y^11*q_d^7*q_{d-1}^3
7,3,12,126762481183985349449/522427760640,+,Y^12*q_d^7*q_{d-1}^3
7,3,13,-295680218561829342293/1044855521280,-,Y^13*q_d^7*q_{d-1}^3
7,3,14,2665871965859394427513/33435376680960,+,Y^14*q_d^7*q_{d-1}^3
7,3,15,1162532500836025532885/13374150672384,+,Y^15*q_d^7*q_{d-1}^3
7,3,16,-32907336939915223929073/401224520171520,-,Y^16*q_d^7*q_{d-1}^3
7,3,17,17160999966422377423897/802449040343040,+,Y^17*q_d^7*q_{d-1}^3
7,3,18,504093531074034580973/267483013447680,+,Y^18*q_d^7*q_{d-1}^3
7,3,19,-505686363145523766227/401224520171520,-,Y^19*q_d^7*q_{d-1}^3
7,3,20,-17304185861532199/1671768834048,-,Y^20*q_d^7*q_{d-1}^3
8,3,2,-74624/405,-,Y^2*q_d^8*q_{d-1}^3
8,3,3,-5026616/405,-,Y^3*q_d^8*q_{d-1}^3
8,3,4,276157888/3645,+,Y^4*q_d^8*q_{d-1}^3
8,3,5,7544162539/87480,+,Y^5*q_d^8*q_{d-1}^3
8,3,6,-6465145361/4050,-,Y^6*q_d^8*q_{d-1}^3
8,3,7,6806080216031/2099520,+,Y^7*q_d^8*q_{d-1}^3
8,3,8,122943882126247/25194240,+,Y^8*q_d^8*q_{d-1}^3
8,3,9,-11035698062232679/403107840,-,Y^9*q_d^8*q_{d-1}^3
8,3,10,330410555938532033/10883911680,+,Y^10*q_d^8*q_{d-1}^3
8,3,11,22869327572137765003/870712934400,+,Y^11*q_d^8*q_{d-1}^3
8,3,12,-32830294610992338211/348285173760,-,Y^12*q_d^8*q_{d-1}^3
8,3,13,320654803274101870603/4179422085120,+,Y^13*q_d^8*q_{d-1}^3
8,3,14,33049704591885412529/3343537668096,+,Y^14*q_d^8*q_{d-1}^3
8,3,15,-2337995972803660692299/41794220851200,-,Y^15*q_d^8*q_{d-1}^3
8,3,16,2233526475284800095827/66870753361920,+,Y^16*q_d^8*q_{d-1}^3
8,3,17,-40524316460891075197/12538266255360,-,Y^17*q_d^8*q_{d-1}^3
8,3,18,-454834463200102868113/133741506723840,-,Y^18*q_d^8*q_{d-1}^3
8,3,19,29157339993349229543/33435376680960,+,Y^19*q_d^8*q_{d-1}^3
8,3,20,4778910944420487077/133741506723840,+,Y^20*q_d^8*q_{d-1}^3
9,3,3,16576/27,+,Y^3*q_d^9*q_{d-1}^3
9,3,4,-466508/135,-,Y^4*q_d^9*q_{d-1}^3
9,3,5,-79285547/3645,-,Y^5*q_d^9*q_{d-1}^3
9,3,6,985755181/4860,+,Y^6*q_d^9*q_{d-1}^3
9,3,7,-975490224029/3499200,-,Y^7*q_d^9*q_{d-1}^3
9,3,8,-125232268485211/83980800,-,Y^8*q_d^9*q_{d-1}^3
9,3,9,360772083549803/67184640,+,Y^9*q_d^9*q_{d-1}^3
9,3,10,-5063870823333923/1612431360,-,Y^10*q_d^9*q_{d-1}^3
9,3,11,-1113430331480497487/87071293440,-,Y^11*q_d^9*q_{d-1}^3
9,3,12,10085507758417151843/386983526400,+,Y^12*q_d^9*q_{d-1}^3
9,3,13,-31636488023137819801/2612138803200,-,Y^13*q_d^9*q_{d-1}^3
9,3,14,-22317735672516961817/1393140695040,-,Y^14*q_d^9*q_{d-1}^3
9,3,15,259227406834124424787/11145125560320,+,Y^15*q_d^9*q_{d-1}^3
9,3,16,-2937841135852482035687/334353766809600,-,Y^16*q_d^9*q_{d-1}^3
9,3,17,-1498571422329245068063/668707533619200,-,Y^17*q_d^9*q_{d-1}^3
9,3,18,3219781888713478851917/1337415067238400,+,Y^18*q_d^9*q_{d-1}^3
9,3,19,-73041823070630533651/200612260085760,-,Y^19*q_d^9*q_{d-1}^3
9,3,20,-2482664870430114797/44580502241280,-,Y^20*q_d^9*q_{d-1}^3
9,3,21,-1054097915505103/7430083706880,-,Y^21*q_d^9*q_{d-1}^3
10,3,5,13552/9,+,Y^5*q_d^10*q_{d-1}^3
10,3,6,-3321884/243,-,Y^6*q_d^10*q_{d-1}^3
10,3,7,473199373/87480,+,Y^7*q_d^10*q_{d-1}^3
10,3,8,9482421947/38880,+,Y^8*q_d^10*q_{d-1}^3
10,3,9,-19472312181953/27993600,-,Y^9*q_d^10*q_{d-1}^3
10,3,10,-1042226698961/6298560,-,Y^10*q_d^10*q_{d-1}^3
10,3,11,5536003950160153/1612431360,+,Y^11*q_d^10*q_{d-1}^3
10,3,12,-286919897904848669/58047528960,-,Y^12*q_d^10*q_{d-1}^3
10,3,13,-345952806042747181/1044855521280,-,Y^13*q_d^10*q_{d-1}^3
10,3,14,302933204570564920681/41794220851200,+,Y^14*q_d^10*q_{d-1}^3
10,3,15,-18446045114142783221/2786281390080,-,Y^15*q_d^10*q_{d-1}^3
10,3,16,23701839645658420099/33435376680960,+,Y^16*q_d^10*q_{d-1}^3
10,3,17,17628085224064602679/8358844170240,+,Y^17*q_d^10*q_{d-1}^3
10,3,18,-359758757382036131567/334353766809600,-,Y^18*q_d^10*q_{d-1}^3
10,3,19,41417622451600925047/1003061300428800,+,Y^19*q_d^10*q_{d-1}^3
10,3,20,707017618188217735/13374150672384,+,Y^20*q_d^10*q_{d-1}^3
10,3,21,1525716896384009/2229025112064,+,Y^21*q_d^10*q_{d-1}^3
11,3,6,980/3,+,Y^6*q_d^11*q_{d-1}^3
11,3,7,55321/81,+,Y^7*q_d^11*q_{d-1}^3
11,3,8,-31294655/1458,-,Y^8*q_d^11*q_{d-1}^3
11,3,9,20832240737/388800,+,Y^9*q_d^11*q_{d-1}^3
11,3,10,1795628673881/16796160,+,Y^10*q_d^11*q_{d-1}^3
11,3,11,-233803171944349/403107840,-,Y^11*q_d^11*q_{d-1}^3
11,3,12,455406666419257/806215680,+,Y^12*q_d^11*q_{d-1}^3
11,3,13,532128238697367851/696570347520,+,Y^13*q_d^11*q_{d-1}^3
11,3,14,-333671889691543412107/167176883404800,-,Y^14*q_d^11*q_{d-1}^3
11,3,15,1732363502359957019/1486016741376,+,Y^15*q_d^11*q_{d-1}^3
11,3,16,77119152586056948577/133741506723840,+,Y^16*q_d^11*q_{d-1}^3
11,3,17,-51298486014187206809/53496602689536,-,Y^17*q_d^11*q_{d-1}^3
11,3,18,198112790456056938763/668707533619200,+,Y^18*q_d^11*q_{d-1}^3
11,3,19,1538813877373453261/24766945689600,+,Y^19*q_d^11*q_{d-1}^3
11,3,20,-223089817119717863/6687075336192,-,Y^20*q_d^11*q_{d-1}^3
11,3,21,-6384860729993207/4458050224128,-,Y^21*q_d^11*q_{d-1}^3
