qd_power,qdm1_power,Y_power,coefficient,sign,monomial
12,8,18,-823543/39813120,-,Y^18*q_d^12*q_{d-1}^8
12,8,19,6235397/573308928,+,Y^19*q_d^12*q_{d-1}^8
12,8,20,54610766609/1320903770112,+,Y^20*q_d^12*q_{d-1}^8
12,8,21,-36559073803/1100753141760,-,Y^21*q_d^12*q_{d-1}^8
12,8,22,5764801/2866544640,+,Y^22*q_d^12*q_{d-1}^8
13,8,20,-10706059/955514880,-,Y^20*q_d^13*q_{d-1}^8
13,8,21,17552171959/1651129712640,+,Y^21*q_d^13*q_{d-1}^8
13,8,22,-340123259/1100753141760,-,Y^22*q_d^13*q_{d-1}^8
14,8,21,-823543/859963392,-,Y^21*q_d^14*q_{d-1}^8
14,8,22,-40353607/73383542784,-,Y^22*q_d^14*q_{d-1}^8
14,8,23,28824005/110075314176,+,Y^23*q_d^14*q_{d-1}^8
15,8,23,-28824005/110075314176,-,Y^23*q_d^15*q_{d-1}^8
16,8,24,-5764801/880602513408,-,Y^24*q_d^16*q_{d-1}^8
9,9,15,285719/44789760,+,Y^15*q_d^9*q_{d-1}^9
9,9,16,-4799599/358318080,-,Y^16*q_d^9*q_{d-1}^9
9,9,17,222359011/17199267840,+,Y^17*q_d^9*q_{d-1}^9
9,9,18,70595424109/3302259425280,+,Y^18*q_d^9*q_{d-1}^9
9,9,19,-25747971053/550376570880,-,Y^19*q_d^9*q_{d-1}^9
9,9,20,228237530563/13209037701120,+,Y^20*q_d^9*q_{d-1}^9
9,9,21,4807020491/1651129712640,+,Y^21*q_d^9*q_{d-1}^9
10,9,17,1899191/358318080,+,Y^17*q_d^10*q_{d-1}^9
10,9,18,-135313157/4299816960,-,Y^18*q_d^10*q_{d-1}^9
10,9,19,68507399261/1651129712640,+,Y^19*q_d^10*q_{d-1}^9
10,9,20,-89447240561/9906778275840,-,Y^20*q_d^10*q_{d-1}^9
10,9,21,-30027201323/4953389137920,-,Y^21*q_d^10*q_{d-1}^9
11,9,18,3647119/537477120,+,Y^18*q_d^11*q_{d-1}^9
11,9,19,-118001947/12899450880,-,Y^19*q_d^11*q_{d-1}^9
11,9,20,-5214220487/1238347284480,-,Y^20*q_d^11*q_{d-1}^9
11,9,21,2906047949/366917713920,+,Y^21*q_d^11*q_{d-1}^9
11,9,22,-3756179623/2476694568960,-,Y^22*q_d^11*q_{d-1}^9
12,9,20,16823807/5159780352,+,Y^20*q_d^12*q_{d-1}^9
12,9,21,-5871038047/1238347284480,-,Y^21*q_d^12*q_{d-1}^9
12,9,22,15104602163/9906778275840,+,Y^22*q_d^12*q_{d-1}^9
13,9,21,823543/955514880,+,Y^21*q_d^13*q_{d-1}^9
13,9,22,-979192627/2476694568960,-,Y^22*q_d^13*q_{d-1}^9
13,9,23,-40353607/183458856960,-,Y^23*q_d^13*q_{d-1}^9
14,9,23,5764801/27518828544,+,Y^23*q_d^14*q_{d-1}^9
15,9,24,5764801/330225942528,+,Y^24*q_d^15*q_{d-1}^9
10,10,18,-2000033/4299816960,-,Y^18*q_d^10*q_{d-1}^10
10,10,19,2941225/5159780352,+,Y^19*q_d^10*q_{d-1}^10
10,10,20,-8936634847/19813556551680,-,Y^20*q_d^10*q_{d-1}^10
10,10,21,37294733/550376570880,+,Y^21*q_d^10*q_{d-1}^10
10,10,22,247886443/1238347284480,+,Y^22*q_d^10*q_{d-1}^10
11,10,20,-4823609/51597803520,-,Y^20*q_d^11*q_{d-1}^10
11,10,21,2804634511/4953389137920,+,Y^21*q_d^11*q_{d-1}^10
11,10,22,-4762549169/9906778275840,-,Y^22*q_d^11*q_{d-1}^10
12,10,21,-3647119/12899450880,-,Y^21*q_d^12*q_{d-1}^10
12,10,22,1087900303/4953389137920,+,Y^22*q_d^12*q_{d-1}^10
12,10,23,331887829/4953389137920,+,Y^23*q_d^12*q_{d-1}^10
13,10,23,-15647317/309586821120,-,Y^23*q_d^13*q_{d-1}^10
14,10,24,-5764801/366917713920,-,Y^24*q_d^14*q_{d-1}^10
11,11,21,2000033/103195607040,+,Y^21*q_d^11*q_{d-1}^11
11,11,22,-74942413/9906778275840,-,Y^22*q_d^11*q_{d-1}^11
11,11,23,-14000231/3302259425280,-,Y^23*q_d^11*q_{d-1}^11
12,11,23,-9058973/4953389137920,-,Y^23*q_d^12*q_{d-1}^11
13,11,24,25529833/4953389137920,+,Y^24*q_d^13*q_{d-1}^11
12,12,24,-14000231/39627113103360,-,Y^24*q_d^12*q_{d-1}^12
