x_power,Y_power,q_power,coefficient,monomial
5,13,0,42088294450874968806083/250765325107200,x^5*Y^13
5,14,0,-69072567621099051877/3715041853440,x^5*Y^14
5,15,0,-57670514013310093/12244400640,x^5*Y^15
6,-3,0,-253952/1215,x^6*Y^-3
6,-2,0,231424/135,x^6*Y^-2
6,-1,0,-106044416/8505,x^6*Y^-1
6,0,0,-438835271/10935,x^6
6,1,0,34996607251/72900,x^6*Y
6,2,0,-57409126987/43740,x^6*Y^2
6,3,0,-6761251149629/6298560,x^6*Y^3
6,4,0,4105724485543/311040,x^6*Y^4
6,5,0,-121605348259946141/4534963200,x^6*Y^5
6,6,0,1844696377538461403/244888012800,x^6*Y^6
6,7,0,2604193014963268583/43535646720,x^6*Y^7
6,8,0,-29619268907185797779/261213880320,x^6*Y^8
6,9,0,2677778611622281667/34828517376,x^6*Y^9
6,10,0,82171511052023764847/5224277606400,x^6*Y^10
6,11,0,-87357960196934744401/1393140695040,x^6*Y^11
6,12,0,1064957969696834101609/25076532510720,x^6*Y^12
6,13,0,-182129245220043085363/16717688340480,x^6*Y^13
6,14,0,-198900431799580473403/501530650214400,x^6*Y^14
6,15,0,2871092272123201/5441955840,x^6*Y^15
7,-1,0,-111104/405,x^7*Y^-1
7,0,0,1401344/729,x^7
7,1,0,-57463768/10935,x^7*Y
7,2,0,-424371187/8100,x^7*Y^2
7,3,0,655967832257/2099520,x^7*Y^3
7,4,0,-7160824553647/12597120,x^7*Y^4
7,5,0,-28781880214169/50388480,x^7*Y^5
7,6,0,1437540809567233/340122240,x^7*Y^6
7,7,0,-4608839312956228669/653034700800,x^7*Y^7
7,8,0,93692195061119569/29023764480,x^7*Y^8
7,9,0,508850535150744121/87071293440,x^7*Y^9
7,10,0,-616424996656422737/58047528960,x^7*Y^10
7,11,0,141516475265278163533/20897110425600,x^7*Y^11
7,12,0,-7700824118279705749/8358844170240,x^7*Y^12
7,13,0,-47282308631330491411/50153065021440,x^7*Y^13
7,14,0,1348014968258926429/3715041853440,x^7*Y^14
7,15,0,-4676623137479167/489776025600,x^7*Y^15
8,1,0,-777728/3645,x^8*Y
8,2,0,12934432/10935,x^8*Y^2
8,3,0,-31486/25,x^8*Y^3
8,4,0,-56977254397/2099520,x^8*Y^4
8,5,0,292849127165/2519424,x^8*Y^5
8,6,0,-89829484723/524880,x^8*Y^6
8,7,0,-29903293841873/340122240,x^8*Y^7
8,8,0,447473291764055167/653034700800,x^8*Y^8
8,9,0,-16953150932101517/17414258688,x^8*Y^9
8,10,0,64541606570972881/130606940160,x^8*Y^10
8,11,0,8275837998481907/46438023168,x^8*Y^11
8,12,0,-472023703902341549/1306069401600,x^8*Y^12
8,13,0,1463685082085019773/8358844170240,x^8*Y^13
8,14,0,-578394482042900173/25076532510720,x^8*Y^14
8,15,0,-73109073691577/16325867520,x^8*Y^15
9,3,0,-1190896/10935,x^9*Y^3
9,4,0,8830192/18225,x^9*Y^4
9,5,0,-29021867/87480,x^9*Y^5
9,6,0,-18822323009/2519424,x^9*Y^6
9,7,0,6943394486161/268738560,x^9*Y^7
9,8,0,-95598582598547/2902376448,x^9*Y^8
9,9,0,-551316278779763/5224277606400,x^9*Y^9
9,10,0,7479352871450845/139314069504,x^9*Y^10
9,11,0,-13338922532002081/208971104256,x^9*Y^11
9,12,0,1764503078999297/69657034752,x^9*Y^12
9,13,0,211995709672318243/83588441702400,x^9*Y^13
9,14,0,-12347604032222599/3715041853440,x^9*Y^14
9,15,0,11115764230613/48977602560,x^9*Y^15
10,5,0,-2084068/54675,x^10*Y^5
10,6,0,27100087/196830,x^10*Y^6
10,7,0,-582648269/4723920,x^10*Y^7
10,8,0,-2728457695537/2418647040,x^10*Y^8
10,9,0,867487628498519/261213880320,x^10*Y^9
10,10,0,-1701555851309489/489776025600,x^10*Y^10
10,11,0,1150906838823581/1393140695040,x^10*Y^11
10,12,0,42179062235833747/25076532510720,x^10*Y^12
10,13,0,-27983542219298813/16717688340480,x^10*Y^13
10,14,0,69122201193148537/167176883404800,x^10*Y^14
10,15,0,14322988207759/261213880320,x^10*Y^15
11,7,0,-3647119/393660,x^11*Y^7
11,8,0,62034637/2361960,x^11*Y^8
11,9,0,-3082958431/100776960,x^11*Y^9
11,10,0,-22621780194391/261213880320,x^11*Y^10
11,11,0,14532145743730573/62691331276800,x^11*Y^11
11,12,0,-91349308499225/557256278016,x^11*Y^12
11,13,0,1110509070038501/50153065021440,x^11*Y^13
11,14,0,17276160699007/1238347284480,x^11*Y^14
11,15,0,-35297663225363/7836416409600,x^11*Y^15
12,9,0,-3647119/2361960,x^12*Y^9
12,10,0,1294139/419904,x^12*Y^10
12,11,0,-40371607297/10883911680,x^12*Y^11
12,12,0,-152704157341729/62691331276800,x^12*Y^12
12,13,0,8627062461829/1044855521280,x^12*Y^13
12,14,0,-166655892953333/50153065021440,x^12*Y^14
12,15,0,-86719901443/174142586880,x^12*Y^15
13,11,0,-25529833/151165440,x^13*Y^11
13,12,0,381300409/2040733440,x^13*Y^12
13,13,0,-1252668786341/7836416409600,x^13*Y^13
13,14,0,1555672727/29023764480,x^13*Y^14
13,15,0,85670707661/1567283281920,x^13*Y^15
14,13,0,-178708831/16325867520,x^14*Y^13
14,14,0,443889677/122444006400,x^14*Y^14
14,15,0,1250961817/522427760640,x^14*Y^15
15,15,0,-1250961817/3918208204800,x^15*Y^15
0,-9,1,2048/14175,Y^-9*q_d
0,-8,1,765952/42525,Y^-8*q_d
0,-7,1,39214208/42525,Y^-7*q_d
0,-6,1,127938304/5103,Y^-6*q_d
0,-5,1,5940121808/15309,Y^-5*q_d
0,-4,1,1272357943328/382725,Y^-4*q_d
0,-3,1,6189905017103/492075,Y^-3*q_d
0,-2,1,-19583851532234/1476225,Y^-2*q_d
0,-1,1,-144575221333975/629856,Y^-1*q_d
0,0,1,-4101707264175731/25509168,q_d
0,1,1,122089772395653525577/61222003200,Y*q_d
0,2,1,34999244317688101513/30611001600,Y^2*q_d
0,3,1,-100477633601549705887/9069926400,Y^3*q_d
0,4,1,74268706365064463/45349632,Y^4*q_d
0,5,1,48687972993327590111/1451188224,Y^5*q_d
0,6,1,-7002473308812537815/241864704,Y^6*q_d
0,7,1,-24729381675046307875/644972544,Y^7*q_d
0,8,1,5329508427520562285/80621568,Y^8*q_d
0,9,1,-595247029423451405/95551488,Y^9*q_d
0,10,1,-55075761694019921855/1289945088,Y^10*q_d
0,11,1,252508693694169147235/10319560704,Y^11*q_d
0,12,1,556379676223185815/143327232,Y^12*q_d
0,13,1,-27992978498594264155/4586471424,Y^13*q_d
0,14,1,1737287838426365225/2293235712,Y^14*q_d
0,15,1,1522940171748220225/6115295232,Y^15*q_d
1,-8,1,1028096/14175,x*Y^-8*q_d
1,-7,1,173101568/42525,x*Y^-7*q_d
1,-6,1,3796700288/42525,x*Y^-6*q_d
1,-5,1,23941517984/25515,x*Y^-5*q_d
1,-4,1,64655003584/15309,x*Y^-4*q_d
1,-3,1,-608478135164/382725,x*Y^-3*q_d
1,-2,1,-238054843571521/3444525,x*Y^-2*q_d
1,-1,1,-1897471032723967/41334300,x*Y^-1*q_d
1,0,1,3281646719994679/4723920,x*q_d
1,1,1,482267887295692859/5101833600,x*Y*q_d
1,2,1,-293583583001528073547/61222003200,x*Y^2*q_d
1,3,1,196055955417377653639/48977602560,x*Y^3*q_d
1,4,1,515623798890605820997/30611001600,x*Y^4*q_d
1,5,1,-3109232606905967902553/97955205120,x*Y^5*q_d
1,6,1,-410259316013023508869/36279705600,x*Y^6*q_d
1,7,1,10886703036183619961567/145118822400,x*Y^7*q_d
1,8,1,-117363779197991068463/2267481600,x*Y^8*q_d
1,9,1,-115837055624394834007/2902376448,x*Y^9*q_d
1,10,1,24160949372786521423091/348285173760,x*Y^10*q_d
1,11,1,-28325837972217087040319/1393140695040,x*Y^11*q_d
1,12,1,-24296525017764795173/1612431360,x*Y^12*q_d
1,13,1,1043582200950124287137/103195607040,x*Y^13*q_d
1,14,1,-25603640033157718175/41278242816,x*Y^14*q_d
1,15,1,-81199184015475671663/165112971264,x*Y^15*q_d
2,-7,1,6959104/4725,x^2*Y^-7*q_d
2,-6,1,1777321984/42525,x^2*Y^-6*q_d
2,-5,1,5364323744/14175,x^2*Y^-5*q_d
2,-4,1,832782304/1215,x^2*Y^-4*q_d
2,-3,1,-437845232648/76545,x^2*Y^-3*q_d
2,-2,1,-1275325702576/127575,x^2*Y^-2*q_d
2,-1,1,134199502304057/1530900,x^2*Y^-1*q_d
2,0,1,145181001622891/5904900,x^2*q_d
2,1,1,-2662605954499673/3149280,x^2*Y*q_d
2,2,1,97505326929667171/106288200,x^2*Y^2*q_d
2,3,1,877778691028039591291/244888012800,x^2*Y^3*q_d
2,4,1,-744516675816327589861/81629337600,x^2*Y^4*q_d
2,5,1,263508971033661739/244888012800,x^2*Y^5*q_d
2,6,1,978646470481649457403/39182082048,x^2*Y^6*q_d
2,7,1,-40626277242188299628863/1306069401600,x^2*Y^7*q_d
2,8,1,-2943012713525107544809/653034700800,x^2*Y^8*q_d
2,9,1,5985967324575039063953/145118822400,x^2*Y^9*q_d
2,10,1,-1862897342420755494767/58047528960,x^2*Y^10*q_d
2,11,1,-7036179370723340278147/6965703475200,x^2*Y^11*q_d
2,12,1,92098981014043533958589/6965703475200,x^2*Y^12*q_d
2,13,1,-19637409670016655527927/3482851737600,x^2*Y^13*q_d
2,14,1,-91335650154154411313/1114512556032,x^2*Y^14*q_d
2,15,1,32445617540864603579/91729428480,x^2*Y^15*q_d
3,-6,1,58916864/14175,x^3*Y^-6*q_d
3,-5,1,1832602624/42525,x^3*Y^-5*q_d
3,-4,1,-292759232/8505,x^3*Y^-4*q_d
3,-3,1,-16780894544/25515,x^3*Y^-3*q_d
3,-2,1,316252944344/76545,x^3*Y^-2*q_d
3,-1,1,386309394272/54675,x^3*Y^-1*q_d
3,0,1,-11823265917208/164025,x^3*q_d
3,1,1,45473689027351/787320,x^3*Y*q_d
3,2,1,4400656206146659/9447840,x^3*Y^2*q_d
3,3,1,-3093016225039395107/2550916800,x^3*Y^3*q_d
3,4,1,-13414917933394466437/122444006400,x^3*Y^4*q_d
3,5,1,2284840988389163630773/489776025600,x^3*Y^5*q_d
3,6,1,-670377094261984809679/97955205120,x^3*Y^6*q_d
3,7,1,-1086568969771973623/3627970560,x^3*Y^7*q_d
3,8,1,3683229422707441569031/326517350400,x^3*Y^8*q_d
3,9,1,-8147851329625895752877/653034700800,x^3*Y^9*q_d
3,10,1,5473218223526621701687/1959104102400,x^3*Y^10*q_d
3,11,1,99819866509216830053/19591041024,x^3*Y^11*q_d
3,12,1,-16072541471739374014477/3482851737600,x^3*Y^12*q_d
3,13,1,1786660528147737899363/1547934105600,x^3*Y^13*q_d
3,14,1,3135787958000546705927/13931406950400,x^3*Y^14*q_d
3,15,1,-82689502825051473533/696570347520,x^3*Y^15*q_d
4,-5,1,22642688/14175,x^4*Y^-5*q_d
4,-4,1,-5226496/1701,x^4*Y^-4*q_d
4,-3,1,66505664/1701,x^4*Y^-3*q_d
4,-2,1,11321639296/25515,x^4*Y^-2*q_d
4,-1,1,-31741155781/15309,x^4*Y^-1*q_d
4,0,1,-51850767826/54675,x^4*q_d
4,1,1,16877902363327/524880,x^4*Y*q_d
4,2,1,-11593525994399/157464,x^4*Y^2*q_d
4,3,1,-1689616555339637/25194240,x^4*Y^3*q_d
4,4,1,2729413211676340157/5101833600,x^4*Y^4*q_d
4,5,1,-73842575277894778447/97955205120,x^4*Y^5*q_d
4,6,1,-14758784956346768117/48977602560,x^4*Y^6*q_d
4,7,1,141484233818116819459/65303470080,x^4*Y^7*q_d
4,8,1,-324801818913237069227/130606940160,x^4*Y^8*q_d
4,9,1,2120391787236242410187/5224277606400,x^4*Y^9*q_d
4,10,1,2143989759093334729921/1306069401600,x^4*Y^10*q_d
4,11,1,-20307393354348533095537/12538266255360,x^4*Y^11*q_d
4,12,1,660808738211884170251/1253826625536,x^4*Y^12*q_d
4,13,1,16416266506786675754617/250765325107200,x^4*Y^13*q_d
4,14,1,-5296852080547915090693/62691331276800,x^4*Y^14*q_d
4,15,1,1756493948756429952629/111451255603200,x^4*Y^15*q_d
5,-3,1,25911296/8505,x^5*Y^-3*q_d
5,-2,1,1309696/945,x^5*Y^-2*q_d
5,-1,1,-143296448/1701,x^5*Y^-1*q_d
5,0,1,1738965406/2187,x^5*q_d
5,1,1,-81800899141/72900,x^5*Y*q_d
5,2,1,-1973675820457/291600,x^5*Y^2*q_d
5,3,1,967414702704661/31492800,x^5*Y^3*q_d
5,4,1,-72696583488491/2099520,x^5*Y^4*q_d
5,5,1,-319084520771553157/4534963200,x^5*Y^5*q_d
5,6,1,126153302210257563179/489776025600,x^5*Y^6*q_d
5,7,1,-58286984087679029123/217678233600,x^5*Y^7*q_d
5,8,1,-9461982025149353869/163258675200,x^5*Y^8*q_d
5,9,1,27184954397247879179/65303470080,x^5*Y^9*q_d
5,10,1,-2097371987061171438101/5224277606400,x^5*Y^10*q_d
5,11,1,440039147058357007693/4179422085120,x^5*Y^11*q_d
5,12,1,63486802710393697033/783641640960,x^5*Y^12*q_d
5,13,1,-527419371781021067369/8358844170240,x^5*Y^13*q_d
5,14,1,2558464207855767585269/250765325107200,x^5*Y^14*q_d
5,15,1,1369953206872527790037/1003061300428800,x^5*Y^15*q_d
6,-1,1,952832/405,x^6*Y^-1*q_d
6,0,1,52146176/3645,x^6*q_d
6,1,1,-316815382/2187,x^6*Y*q_d
6,2,1,31746417121/54675,x^6*Y^2*q_d
6,3,1,-117769708273/10497600,x^6*Y^3*q_d
6,4,1,-169980994476329/31492800,x^6*Y^4*q_d
6,5,1,739741081122787/50388480,x^6*Y^5*q_d
6,6,1,-2990680312192619/272097792,x^6*Y^6*q_d
6,7,1,-14868817165717489871/653034700800,x^6*Y^7*q_d
6,8,1,39860046273336200999/653034700800,x^6*Y^8*q_d
6,9,1,-136388429635350215669/2612138803200,x^6*Y^9*q_d
6,10,1,16125715811380315/11609505792,x^6*Y^10*q_d
6,11,1,669782491554197320187/20897110425600,x^6*Y^11*q_d
6,12,1,-173312006310968574133/6965703475200,x^6*Y^12*q_d
6,13,1,97281183901709659943/15672832819200,x^6*Y^13*q_d
6,14,1,54884245769944861781/50153065021440,x^6*Y^14*q_d
6,15,1,-652178540091864367253/1003061300428800,x^6*Y^15*q_d
7,1,1,3336704/3645,x^7*Y*q_d
7,2,1,173204192/10935,x^7*Y^2*q_d
7,3,1,-10980138601/109350,x^7*Y^3*q_d
7,4,1,1338198453553/5248800,x^7*Y^4*q_d
7,5,1,1107734277491/7873200,x^7*Y^5*q_d
7,6,1,-100722872048107/50388480,x^7*Y^6*q_d
7,7,1,2746044780699073/680244480,x^7*Y^7*q_d
7,8,1,-209309957760765989/81629337600,x^7*Y^8*q_d
7,9,1,-2012734723613163703/653034700800,x^7*Y^9*q_d
7,10,1,18456631655375528419/2612138803200,x^7*Y^10*q_d
7,11,1,-2020918208509373887/417942208512,x^7*Y^11*q_d
7,12,1,4902608448254519807/10448555212800,x^7*Y^12*q_d
7,13,1,39718226611359743363/41794220851200,x^7*Y^13*q_d
7,14,1,-47667689260051829521/125382662553600,x^7*Y^14*q_d
7,15,1,1343788595603281163/50153065021440,x^7*Y^15*q_d
8,3,1,2047024/10935,x^8*Y^3*q_d
8,4,1,52282216/6075,x^8*Y^4*q_d
8,5,1,-70767074539/1749600,x^8*Y^5*q_d
8,6,1,242213372569/3149280,x^8*Y^6*q_d
8,7,1,1089857064583/29859840,x^8*Y^7*q_d
8,8,1,-1430292584300363/3627970560,x^8*Y^8*q_d
8,9,1,3290592565887820823/5224277606400,x^8*Y^9*q_d
8,10,1,-306484988289440219/870712934400,x^8*Y^10*q_d
8,11,1,-693507849998191333/4179422085120,x^8*Y^11*q_d
8,12,1,758547406979699239/2089711042560,x^8*Y^12*q_d
8,13,1,-15429645523873668703/83588441702400,x^8*Y^13*q_d
8,14,1,188592542470666117/20897110425600,x^8*Y^14*q_d
8,15,1,13210537135156455983/1003061300428800,x^8*Y^15*q_d
9,5,1,1795948/54675,x^9*Y^5*q_d
9,6,1,108413725/39366,x^9*Y^6*q_d
9,7,1,-38520756659/3779136,x^9*Y^7*q_d
9,8,1,6346762308943/403107840,x^9*Y^8*q_d
9,9,1,99108590119007/52242776064,x^9*Y^9*q_d
9,10,1,-649606869077047427/15672832819200,x^9*Y^10*q_d
9,11,1,647721244338735007/12538266255360,x^9*Y^11*q_d
9,12,1,-4304112657822733/208971104256,x^9*Y^12*q_d
9,13,1,-3610416909837269/928760463360,x^9*Y^13*q_d
9,14,1,454720097221455709/83588441702400,x^9*Y^14*q_d
9,15,1,-462742561338870743/334353766809600,x^9*Y^15*q_d
10,7,1,6269011/393660,x^10*Y^7*q_d
10,8,1,159613678/295245,x^10*Y^8*q_d
10,9,1,-384532704829/241864704,x^10*Y^9*q_d
10,10,1,25513402282319/13060694016,x^10*Y^10*q_d
10,11,1,-20693226353880913/62691331276800,x^10*Y^11*q_d
10,12,1,-136085851850044579/62691331276800,x^10*Y^12*q_d
10,13,1,260299881865067653/125382662553600,x^10*Y^13*q_d
10,14,1,-16954758917023921/50153065021440,x^10*Y^14*q_d
10,15,1,-50472263019422503/334353766809600,x^10*Y^15*q_d
11,9,1,15647317/2361960,x^11*Y^9*q_d
11,10,1,1609320671/25194240,x^11*Y^10*q_d
11,11,1,-1268874028513/8707129344,x^11*Y^11*q_d
11,12,1,3720000512962097/31345665638400,x^11*Y^12*q_d
11,13,1,-1455426897794639/41794220851200,x^11*Y^13*q_d
11,14,1,-262332144056017/7836416409600,x^11*Y^14*q_d
11,15,1,2663895466373491/100306130042880,x^11*Y^15*q_d
12,11,1,218944789/151165440,x^12*Y^11*q_d
12,12,1,34567511531/8162933760,x^12*Y^12*q_d
12,13,1,-233335808683201/31345665638400,x^12*Y^13*q_d
12,14,1,13298443067749/7836416409600,x^12*Y^14*q_d
12,15,1,442558007969/979552051200,x^12*Y^15*q_d
13,13,1,2604866509/16325867520,x^13*Y^13*q_d
13,14,1,253734421843/1959104102400,x^13*Y^14*q_d
13,15,1,-849403073743/3918208204800,x^13*Y^15*q_d
14,15,1,27884342437/3918208204800,x^14*Y^15*q_d
0,-8,2,-74752/2025,Y^-8*q_d^2
0,-7,2,-90317312/42525,Y^-7*q_d^2
0,-6,2,-2071583936/42525,Y^-6*q_d^2
0,-5,2,-71409509792/127575,Y^-5*q_d^2
0,-4,2,-1213372117672/382725,Y^-4*q_d^2
0,-3,2,-217716723076/42525,Y^-3*q_d^2
0,-2,2,204405083567773/6889050,Y^-2*q_d^2
0,-1,2,4753946941428859/41334300,Y^-1*q_d^2
0,0,2,-85071966494610979/661348800,q_d^2
0,1,2,-4338419400515344531/5101833600,Y*q_d^2
0,2,2,74712464830025408573/122444006400,Y^2*q_d^2
0,3,2,852216170230265100241/244888012800,Y^3*q_d^2
0,4,2,-850330813788991349717/244888012800,Y^4*q_d^2
0,5,2,-383449648915561481819/54419558400,Y^5*q_d^2
0,6,2,7232762050893556252469/653034700800,Y^6*q_d^2
0,7,2,939631777960064859833/261213880320,Y^7*q_d^2
0,8,2,-1917982448546754677/134369280,Y^8*q_d^2
0,9,2,68461356204471689893/14511882240,Y^9*q_d^2
0,10,2,1400391387637983891997/232190115840,Y^10*q_d^2
0,11,2,-214254252315996685583/51597803520,Y^11*q_d^2
0,12,2,-14513676356700393481/30958682112,Y^12*q_d^2
0,13,2,51533238738191386561/61917364224,Y^13*q_d^2
0,14,2,-907002814188800791/27518828544,Y^14*q_d^2
0,15,2,-8664324082351006069/165112971264,Y^15*q_d^2
0,16,2,-37202151021716681/20639121408,Y^16*q_d^2
1,-7,2,-24475648/14175,x*Y^-7*q_d^2
1,-6,2,-2310923008/42525,x*Y^-6*q_d^2
1,-5,2,-3664693568/6075,x*Y^-5*q_d^2
1,-4,2,-303163227056/127575,x*Y^-4*q_d^2
1,-3,2,43504708120/15309,x*Y^-3*q_d^2
1,-2,2,13296258141902/382725,x*Y^-2*q_d^2
1,-1,2,-108843721756493/6889050,x*Y^-1*q_d^2
1,0,2,-24215955819928787/82668600,x*q_d^2
1,1,2,13898694666278927/47239200,x*Y*q_d^2
1,2,2,15291698556637852831/10203667200,x*Y^2*q_d^2
1,3,2,-341956204951090518287/122444006400,x*Y^3*q_d^2
1,4,2,-1536207461379275892793/489776025600,x*Y^4*q_d^2
1,5,2,11195027192930132693999/979552051200,x*Y^5*q_d^2
1,6,2,-6302454962211617980709/1959104102400,x*Y^6*q_d^2
1,7,2,-67429814434389720581419/3918208204800,x*Y^7*q_d^2
1,8,2,847582021260034558171/48372940800,x*Y^8*q_d^2
1,9,2,3762322964005355601979/870712934400,x*Y^9*q_d^2
1,10,2,-24971811873839966711923/1741425868800,x*Y^10*q_d^2
1,11,2,8175543111178261645099/1741425868800,x*Y^11*q_d^2
1,12,2,8154934882191474404671/2786281390080,x*Y^12*q_d^2
1,13,2,-9790136204201903654377/5572562780160,x*Y^13*q_d^2
1,14,2,-125807712971429090917/1238347284480,x*Y^14*q_d^2
1,15,2,1014298557467617989707/7430083706880,x*Y^15*q_d^2
1,16,2,2648126397660032639/464380231680,x*Y^16*q_d^2
2,-6,2,-46856192/4725,x^2*Y^-6*q_d^2
2,-5,2,-6181589504/42525,x^2*Y^-5*q_d^2
2,-4,2,-1803794576/4725,x^2*Y^-4*q_d^2
2,-3,2,16828369816/8505,x^2*Y^-3*q_d^2
2,-2,2,23785517632/10935,x^2*Y^-2*q_d^2
2,-1,2,-4465505624332/127575,x^2*Y^-1*q_d^2
2,0,2,78375805709281/3061800,x^2*q_d^2
2,1,2,6944684753120797/23619600,x^2*Y*q_d^2
2,2,2,-239977675126045/419904,x^2*Y^2*q_d^2
